func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,94,938.5721,0.0,134.9597,7830,9.3218,8.63,-1.0,1,-1.0
1,99,1007.6258,0.0,145.8488,24210,5.33381,9.34,-1.0,1,-1.0
1,98,1008.639,0.0,145.2001,25832,9.26682,9.34,-1.0,1,-1.0
1,100,1009.6525,0.0,146.1219,6135,6.05155,9.4,-1.0,1,-1.0
1,101,1069.6302,0.0,146.8693,9924,9.28778,9.39,-1.0,1,-1.0
1,102,1070.6313,0.0,147.4475,3140,5.7638,9.46,-1.0,1,-1.0
1,103,1120.743,0.0,158.2303,3511,5.34886,10.17,-1.0,1,-1.0
1,106,1120.7524,0.0,162.039,5577,6.61829,10.42,-1.0,1,-1.0
1,104,1182.7386,0.0,159.4634,2630,5.07165,10.23,-1.0,1,-1.0
1,107,1182.7407,0.0,162.9004,2213,1.90287,10.42,-1.0,1,-1.0
1,105,1183.737,0.0,161.4803,3604,5.99556,10.36,-1.0,1,-1.0
