func,3D_ID,3D_m_z,3D_RetTime,3D_Mobility,3D_Intensity,3D_m_z_uncal,3D_TC,3D_omegaC,3D_z,3D_omegaD
1,100,1122.6218,0.0,91.6834,18656,5.96368,5.86,-1.0,1,-1.0
1,97,1123.1261,0.0,91.6173,14400,5.92503,5.86,-1.0,1,-1.0
1,117,1143.6632,0.0,119.8519,4384,4.39148,7.66,-1.0,1,-1.0
1,101,1177.6711,0.0,93.8108,6139,6.47635,5.99,-1.0,1,-1.0
1,103,1178.1501,0.0,94.1845,14238,6.44041,6.05,-1.0,1,-1.0
1,102,1178.6554,0.0,93.949,9518,6.40146,5.99,-1.0,1,-1.0
1,104,1186.6606,0.0,94.4539,17682,6.93987,6.05,-1.0,1,-1.0
1,105,1187.164,0.0,94.5599,15487,7.10837,6.05,-1.0,1,-1.0
1,108,1205.6915,0.0,98.0913,6790,5.92971,6.31,-1.0,1,-1.0
1,109,1206.1956,0.0,98.3455,6154,5.91554,6.31,-1.0,1,-1.0
1,107,1236.2131,0.0,97.2522,3517,6.82414,6.25,-1.0,1,-1.0
1,106,1236.7156,0.0,96.9221,3204,6.77487,6.18,-1.0,1,-1.0
1,118,1258.7089,0.0,125.9246,4907,7.52862,8.05,-1.0,1,-1.0
1,119,1345.752,0.0,131.8228,5077,8.26948,8.43,-1.0,1,-1.0
1,120,1432.8011,0.0,139.2363,2973,6.31294,8.95,-1.0,1,-1.0
1,121,1489.8314,0.0,143.2969,9295,8.56392,9.2,-1.0,1,-1.0
1,123,1556.9253,0.0,157.4084,3656,6.42459,10.09,-1.0,1,-1.0
1,122,1675.9596,0.0,151.8938,1111,1.87397,9.71,-1.0,1,-1.0
